Full Path,Mandatory/Optional,Data Type,Structure,Constraints,Enum Values,Description,Ref,Array Info
ITR2.Schedule115AD.Schedule115ADDtls[].CostAcqWithoutIndx,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.Schedule115ADDtls[].AcquisitionCost,Mandatory,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule115AD.Schedule115ADDtls[].LTCGBeforelowerB1B2,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.Schedule115ADDtls[].FairMktValuePerShareunit,Mandatory,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule115AD.Schedule115ADDtls[].TotFairMktValueCapAst,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.Schedule115ADDtls[].ExpExclCnctTransfer,Mandatory,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule115AD.Schedule115ADDtls[].TotalDeductions,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.Schedule115ADDtls[].Balance,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule115AD.SaleValue115AD,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.CostAcqWithoutIndx115AD,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.AcquisitionCost115AD,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.LTCGBeforelowerB1B2115AD,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.FairMktValueCapAst115AD,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.ExpExclCnctTransfer115AD,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.Deductions115AD,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule115AD.Balance115AD,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule115AD.TotalBalance115AD,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleVDA,Optional,object,Nested Object,,,,ScheduleVDA,
ITR2.ScheduleVDA.ScheduleVDADtls,Mandatory,array,Array,,,,,items: object
ITR2.ScheduleVDA.TotIncCapGain,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleOS,Optional,object,Nested Object,,,,ScheduleOS,
ITR2.ScheduleOS.IncOthThanOwnRaceHorse,Optional,object,Nested Object,,,,,
ITR2.ScheduleOS.TotOthSrcNoRaceHorse,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleOS.IncFromOwnHorse,Optional,object,Nested Object,,,,,
ITR2.ScheduleOS.IncChargeable,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,Income from other sources,,
ITR2.ScheduleOS.IncFrmLottery,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.IncFrmLottery.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.IncFrmOnGames,Optional,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.IncFrmOnGames.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.DividendIncUs115BBDA,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.DividendIncUs115BBDA.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.DividendIncUs115BBDAaiii,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.DividendIncUs115BBDAaiii.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.DividendIncUs115A1ai,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.DividendIncUs115A1ai.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.DividendIncUs115A1aA,Optional,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.DividendIncUs115A1aA.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.DividendIncUs115AC,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.DividendIncUs115AC.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.DividendIncUs115ACA,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.DividendIncUs115ACA.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.DividendIncUs115AD1i,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.DividendIncUs115AD1i.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.DividendDTAA,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.DividendDTAA.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleOS.NOT89A,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleOS.NOT89A.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCYLA,Mandatory,object,Nested Object,,,,ScheduleCYLA,
ITR2.ScheduleCYLA.Salary,Optional,object,Nested Object,,,,,
ITR2.ScheduleCYLA.HP,Optional,object,Nested Object,,,,,
ITR2.ScheduleCYLA.STCG20Per,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCYLA.STCG30Per,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCYLA.STCGAppRate,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCYLA.STCGDTAARate,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCYLA.LTCG12_5Per,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCYLA.LTCGDTAARate,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCYLA.OthSrcExclRaceHorse,Optional,object,Nested Object,,,,,
ITR2.ScheduleCYLA.OthSrcRaceHorse,Optional,object,Nested Object,,,,,
ITR2.ScheduleCYLA.IncOSDTAA,Optional,object,Nested Object,,,,,
ITR2.ScheduleCYLA.TotalCurYr,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCYLA.TotalLossSetOff,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCYLA.LossRemAftSetOff,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleBFLA,Mandatory,object,Nested Object,,,Details of Income after Set off of Brought forward; losses of earlier years,ScheduleBFLA,
ITR2.ScheduleBFLA.Salary,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleBFLA.HP,Optional,object,Nested Object,,,,,
ITR2.ScheduleBFLA.STCG20Per,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleBFLA.STCG30Per,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleBFLA.STCGAppRate,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleBFLA.STCGDTAARate,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleBFLA.LTCG12_5Per,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleBFLA.LTCGDTAARate,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleBFLA.OthSrcExclRaceHorse,Optional,object,Nested Object,,,,,
ITR2.ScheduleBFLA.OthSrcRaceHorse,Optional,object,Nested Object,,,,,
ITR2.ScheduleBFLA.IncOSDTAA,Optional,object,Nested Object,,,,,
ITR2.ScheduleBFLA.TotalBFLossSetOff,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleBFLA.IncomeOfCurrYrAftCYLABFLA,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleCFL,Optional,object,Nested Object,,,Details of Losses to be carried forward to future; years,ScheduleCFL,
ITR2.ScheduleCFL.LossCFFromPrev8thYearFromAY,Optional,object,Nested Object,,,Carry forward losses for AY2018-19,,
ITR2.ScheduleCFL.LossCFFromPrev7thYearFromAY,Optional,object,Nested Object,,,Carry forward losses for AY2019-20,,
ITR2.ScheduleCFL.LossCFFromPrev6thYearFromAY,Optional,object,Nested Object,,,Carry forward losses for AY2020-21,,
ITR2.ScheduleCFL.LossCFFromPrev5thYearFromAY,Optional,object,Nested Object,,,Carry forward losses for AY2021-22,,
ITR2.ScheduleCFL.LossCFFromPrev4thYearFromAY,Optional,object,Nested Object,,,Carry forward losses for AY2022-23,,
ITR2.ScheduleCFL.LossCFFromPrev3rdYearFromAY,Optional,object,Nested Object,,,Carry forward losses for AY2023-24,,
ITR2.ScheduleCFL.LossCFFromPrev2ndYearFromAY,Optional,object,Nested Object,,,Carry forward losses for AY2024-25,,
ITR2.ScheduleCFL.LossCFFromPrevYrToAY,Optional,object,Nested Object,,,Carry forward losses for AY2025-26,,
ITR2.ScheduleCFL.TotalOfBFLossesEarlierYrs,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCFL.AdjTotBFLossInBFLA,Optional,object,Nested Object,,,,,
ITR2.ScheduleCFL.CurrentAYloss,Optional,object,Nested Object,,,Current Year Losses,,
ITR2.ScheduleCFL.TotalLossCFSummary,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleVIA,Optional,object,Nested Object,,,,ScheduleVIA,
ITR2.ScheduleVIA.UsrDeductUndChapVIA,Mandatory,object,Nested Object,,,Chapter VI-A Deductions from Gross Total Income,UsrDeductUndChapVIA,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80C,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80CCC,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.PensionContribution80CCC,Optional,array,Array,,,,,items: object
ITR2.ScheduleVIA.UsrDeductUndChapVIA.PensionContribution80CCC[].TypeofIdentifier,Mandatory,string,Scalar,,"PRAN, OTHPRAN",PRAN: PRAN; OTHPRAN: Other than PRAN,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.PensionContribution80CCC[].NameofIdentifier,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleVIA.UsrDeductUndChapVIA.PensionContribution80CCC[].Amount,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80CCDEmployeeOrSE,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,For Employee/SelfEmployed,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80CCD1B,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80CCDEmployer,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.PRANDtls,Optional,array,Array,,,,,items: object
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80D,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80DD,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80DDBUsrType,Optional,object,Nested Object,,"1, 2",1 : Self or dependent; 2 : Self or Dependent (Senior Citizen), (allOf: nonEmptyString),
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80DDB,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.NameOfSpecDisease80DDB,Optional,object,Nested Object,,"a, b, c, d, e, f, g, h, i, j, k, l, m, n",a : Dementia; b : Dystonia Musculorum Deformans; c : Motor Neuron Disease; d : Ataxia; e : Chorea; f : Hemiballismus; g : Aphasia; h: Parkinsons Disease; i : Malignant Cancers; j : Full Blown Acquired, (allOf: nonEmptyString),
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80E,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80EE,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80EEA,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80EEB,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80G,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80GG,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Form10BAAckNum,Optional,string,Scalar,maxLength=15,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80GGA,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80GGC,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80U,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80QQB,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Form10CCDAckNum,Optional,string,Scalar,maxLength=15,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80RRB,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Form10CCEAckNum,Optional,string,Scalar,maxLength=15,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80TTA,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.Section80TTB,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.AnyOthSec80CCH,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.UsrDeductUndChapVIA.TotalChapVIADeductions,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA,Mandatory,object,Nested Object,,,Chapter VI-A Deductions from Gross Total Income,DeductUndChapVIA,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80C,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80CCC,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80CCDEmployeeOrSE,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,For Employee/SelfEmployed,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80CCD1B,Optional,integer,Scalar,max=50000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80CCDEmployer,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80D,Mandatory,integer,Scalar,max=100000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80DD,Optional,integer,Scalar,max=125000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80DDB,Optional,integer,Scalar,max=100000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80E,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80EE,Optional,integer,Scalar,max=50000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80EEA,Optional,integer,Scalar,max=150000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80EEB,Optional,integer,Scalar,max=150000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80G,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80GG,Optional,integer,Scalar,max=60000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80GGA,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80GGC,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80U,Optional,integer,Scalar,max=125000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80RRB,Optional,integer,Scalar,max=300000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80QQB,Optional,integer,Scalar,max=300000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80TTA,Optional,integer,Scalar,max=10000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.Section80TTB,Optional,integer,Scalar,max=50000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.AnyOthSec80CCH,Optional,integer,Scalar,max=288000; min=0; default=0,,,,
ITR2.ScheduleVIA.DeductUndChapVIA.TotalChapVIADeductions,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80C,Optional,object,Nested Object,,,,Schedule80C,
ITR2.Schedule80C.Schedule80CDtls,Mandatory,array,Array,,,,,items: object
ITR2.Schedule80C.TotalAmt,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80D,Optional,object,Nested Object,,,,Schedule80D,
ITR2.Schedule80D.Sec80DSelfFamSrCtznHealth,Optional,object,Nested Object,,,,,
ITR2.Schedule80G,Optional,object,Nested Object,,,,Schedule80G,
ITR2.Schedule80G.Don100Percent,Optional,object,Nested Object,,,,,
ITR2.Schedule80G.Don50PercentNoApprReqd,Optional,object,Nested Object,,,,,
ITR2.Schedule80G.Don100PercentApprReqd,Optional,object,Nested Object,,,,,
ITR2.Schedule80G.Don50PercentApprReqd,Optional,object,Nested Object,,,,,
ITR2.Schedule80G.TotalDonationsUs80GCash,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80G.TotalDonationsUs80GOtherMode,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80G.TotalDonationsUs80G,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80G.TotalEligibleDonationsUs80G,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80GGC,Optional,object,Nested Object,,,,Schedule80GGC,
ITR2.Schedule80GGC.Schedule80GGCDetails,Optional,array,Array,,,,,items: object
ITR2.Schedule80GGC.TotalDonationAmtCash80GGC,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80GGC.TotalDonationAmtOtherMode80GGC,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80GGC.TotalDonationsUs80GGC,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80GGC.TotalEligibleDonationAmt80GGC,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80DD,Optional,object,Nested Object,,,,Schedule80DD,
ITR2.Schedule80DD.NatureOfDisability,Mandatory,object,Nested Object,,"1, 2",1 : Dependent person with disability  ; 2 : Dependent person with severe disability, (allOf: nonEmptyString),
ITR2.Schedule80DD.TypeOfDisability,Mandatory,object,Nested Object,,"1, 2","1 : autism, cerebral palsy, or multiple disabilities; 2 : others;", (allOf: nonEmptyString),
ITR2.Schedule80DD.DeductionAmount,Mandatory,integer,Scalar,maxLength=14,,,,
ITR2.Schedule80DD.DependentType,Mandatory,object,Nested Object,,"1, 2, 3, 4, 5, 6, 7, 8",1. Spouse; 2. Son; 3. Daughter; 4. Father; 5. Mother; 6. Brother; 7. Sister; 8. Member of the HUF (in case of HUF), (allOf: nonEmptyString),
ITR2.Schedule80DD.DependentPan,Optional,object,Nested Object,pattern=[A-Z]{5}[0-9]{4}[A-Z],,, (allOf: nonEmptyString),
ITR2.Schedule80DD.DependentAadhaar,Optional,object,Nested Object,pattern=[0-9]{12},,, (allOf: nonEmptyString),
ITR2.Schedule80DD.Form10IAFilingDate,Optional,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,,,
ITR2.Schedule80DD.Form10IAAckNum,Optional,string,Scalar,maxLength=15,,,,
ITR2.Schedule80DD.FormAckNum11A,Optional,string,Scalar,maxLength=15,,,,
ITR2.Schedule80DD.UDIDNum,Optional,string,Scalar,maxLength=18,,,,
ITR2.Schedule80U,Optional,object,Nested Object,,,,Schedule80U,
ITR2.Schedule80U.NatureOfDisability,Mandatory,object,Nested Object,,"1, 2",1 : Self with disability; 2 : Self with severe disability , (allOf: nonEmptyString),
ITR2.Schedule80U.TypeOfDisability,Mandatory,object,Nested Object,,"1, 2","1 : autism, cerebral palsy, or multiple disabilities; 2 : others;", (allOf: nonEmptyString),
ITR2.Schedule80U.DeductionAmount,Mandatory,integer,Scalar,maxLength=14,,,,
ITR2.Schedule80U.Form10IAFilingDate,Optional,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,,,
ITR2.Schedule80U.Form10IAAckNum,Optional,string,Scalar,maxLength=15,,,,
ITR2.Schedule80U.FormAckNum11A,Optional,string,Scalar,maxLength=15,,,,
ITR2.Schedule80U.UDIDNum,Optional,string,Scalar,maxLength=18,,,,
ITR2.Schedule80E,Optional,object,Nested Object,,,,Schedule80E,
ITR2.Schedule80E.Schedule80EDtls,Mandatory,array,Array,,,,,items: object
ITR2.Schedule80E.TotalInterest80E,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80EE,Optional,object,Nested Object,,,,Schedule80EE,
ITR2.Schedule80EE.Schedule80EEDtls,Mandatory,array,Array,,,,,items: object
ITR2.Schedule80EE.TotalInterest80EE,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80EEA,Optional,object,Nested Object,,,,Schedule80EEA,
ITR2.Schedule80EEA.PropStmpDtyVal,Mandatory,integer,Scalar,max=4500000; min=0; default=0,,,,
ITR2.Schedule80EEA.Schedule80EEADtls,Mandatory,array,Array,,,,,items: object
ITR2.Schedule80EEA.TotalInterest80EEA,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80EEB,Optional,object,Nested Object,,,,Schedule80EEB,
ITR2.Schedule80EEB.Schedule80EEBDtls,Mandatory,array,Array,,,,,items: object
ITR2.Schedule80EEB.TotalInterest80EEB,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80GGA,Optional,object,Nested Object,,,,Schedule80GGA,
ITR2.Schedule80GGA.DonationDtlsSciRsrchRuralDev,Optional,array,Array,,,,,items: object
ITR2.Schedule80GGA.TotalDonationAmtCash80GGA,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80GGA.TotalDonationAmtOtherMode80GGA,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80GGA.TotalDonationsUs80GGA,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.Schedule80GGA.TotalEligibleDonationAmt80GGA,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMT,Optional,object,Nested Object,,,,ScheduleAMT,
ITR2.ScheduleAMT.TotalIncItemPartBTI,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999; default=0,,,,
ITR2.ScheduleAMT.DeductionClaimUndrAnySec,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999; default=0,,,,
ITR2.ScheduleAMT.AdjustedUnderSec115JC,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMT.TaxPayableUnderSec115JC,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC,Optional,object,Nested Object,,,,ScheduleAMTC,
ITR2.ScheduleAMTC.TaxSection115JC,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.TaxOthProvisions,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.AmtTaxCreditAvailable,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.ScheduleAMTCDtls,Optional,array,Array,maxItems=13; minItems=1,,,,items: object
ITR2.ScheduleAMTC.ScheduleAMTCDtls[].AssYr,Mandatory,object,Nested Object,,"2013-14, 2014-15, 2015-16, 2016-17, 2017-18, 2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24, 2024-25, 2025-26",, (allOf: nonEmptyString),
ITR2.ScheduleAMTC.ScheduleAMTCDtls[].Gross,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.ScheduleAMTCDtls[].AmtCreditSetOfEy,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.ScheduleAMTCDtls[].AmtCreditBalBroughtFwd,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.ScheduleAMTCDtls[].AmtCreditUtilized,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.ScheduleAMTCDtls[].BalAmtCreditCarryFwd,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.CurrAssYr,Optional,object,Nested Object,,2026-27,, (allOf: nonEmptyString),
ITR2.ScheduleAMTC.CurrYrAmtCreditFwd,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.CurrYrCreditCarryFwd,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.TotAMTGross,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.TotSetOffEys,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.TotBalBF,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.TotAmtCreditUtilisedCY,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.TotBalAMTCreditCF,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.TaxSection115JD,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleAMTC.AmtLiabilityAvailable,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleSPI,Optional,object,Nested Object,,,"Income of specified persons (Spouse,minor child etc) includable in income of the assessee",ScheduleSPI,
ITR2.ScheduleSPI.SpecifiedPerson,Optional,array,Array,minItems=1,,,,items: object
ITR2.ScheduleSPI.SpecifiedPerson[].SpecifiedPersonName,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleSPI.SpecifiedPerson[].PANofSpecPerson,Optional,object,Nested Object,pattern=[A-Z]{5}[0-9]{4}[A-Z],,, (allOf: nonEmptyString),
ITR2.ScheduleSPI.SpecifiedPerson[].AaadhaarOfSpecPerson,Optional,object,Nested Object,pattern=[0-9]{12},,, (allOf: nonEmptyString),
ITR2.ScheduleSPI.SpecifiedPerson[].ReltnShip,Mandatory,object,Nested Object,maxLength=50; minLength=1,,, (allOf: nonEmptyString),
